Wavel.,Brilliant Violet 605 (BV605),Alexa Fluor 647,Alexa Fluor 750,Alexa Fluor 488
300,0.0,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0
319,0.0,0.0,0.0,0.0
320,0.0,0.0,0.0,0.0
321,0.0,0.0,0.0,0.0
322,0.0,0.0,0.0,0.0
323,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0
326,0.0,0.0,0.0,0.0
327,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0
338,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0
342,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,0.0
348,0.0,0.0,0.0,0.0
349,0.0,0.0,0.0,0.0
350,0.0,0.0,0.0,0.0
351,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0
353,0.0,0.0,0.0,0.0
354,0.0,0.0,0.0,0.0
355,0.0,0.0,0.0,0.0
356,0.0,0.0,0.0,0.0
357,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0,0.0
360,0.0,0.0,0.0,0.0
361,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0
366,0.0,0.0,0.0,0.0
367,0.0,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0
369,0.0,0.0,0.0,0.0
370,0.0,0.0,0.0,0.0
371,0.0,0.0,0.0,0.0
372,0.0,0.0,0.0,0.0
373,0.0,0.0,0.0,0.0
374,0.0,0.0,0.0,0.0
375,0.0,0.0,0.0,0.0
376,0.0,0.0,0.0,0.0
377,0.0,0.0,0.0,0.0
378,0.0,0.0,0.0,0.0
379,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0
382,0.0,0.0,0.0,0.0
383,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0
386,0.0,0.0,0.0,0.0
387,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,0.0
389,0.0,0.0,0.0,0.0
390,0.0,0.0,0.0,0.0
391,0.0,0.0,0.0,0.0
392,0.0,0.0,0.0,0.0
393,0.0,0.0,0.0,0.0
394,0.0,0.0,0.0,0.0
395,0.209824496,0.0,0.0,0.0
396,0.229775187,0.0,0.0,0.0
397,0.252474379,0.0,0.0,0.0
398,0.277154818,0.0,0.0,0.0
399,0.306269688,0.0,0.0,0.0
400,0.338445563,0.0,0.0,0.0
401,0.396951167,0.0,0.0,0.0
402,0.479776811,0.0,0.0,0.0
403,0.573927075,0.0,0.0,0.0
404,0.691030652,0.0,0.0,0.0
405,0.831713797,0.0,0.0,0.0
406,1.007614026,0.0,0.0,0.0
407,1.223648458,0.0,0.0,0.0
408,1.47354324,0.0,0.0,0.0
409,1.756426998,0.0,0.0,0.0
410,2.073719832,0.0,0.0,0.0
411,2.441662955,0.0,0.0,0.0
412,2.85191341,0.0,0.0,0.0
413,3.284377544,0.0,0.0,0.0
414,3.735770296,0.0,0.0,0.0
415,4.192802376,0.0,0.0,0.0
416,4.651862001,0.0,0.0,0.0
417,5.081913276,0.0,0.0,0.0
418,5.458250924,0.0,0.0,0.0
419,5.790925184,0.0,0.0,0.0
420,6.065155436,0.0,0.0,0.0
421,6.255563231,0.0,0.0,0.0
422,6.346169481,0.0,0.0,0.0
423,6.344362267,0.0,0.0,0.0
424,6.26313345,0.0,0.0,0.0
425,6.121687888,0.0,0.0,0.0
426,5.905997341,0.0,0.0,0.0
427,5.631174332,0.0,0.0,0.0
428,5.326414959,0.0,0.0,0.0
429,5.00983022,0.0,0.0,0.0
430,4.680452351,0.0,0.0,0.0
431,4.356147251,0.0,0.0,0.0
432,4.069950916,0.0,0.0,0.0
433,3.81215062,0.0,0.0,0.0
434,3.59712759,0.0,0.0,0.0
435,3.411825941,0.0,0.0,0.0
436,3.263889246,0.0,0.0,0.0
437,3.156804758,0.0,0.0,0.0
438,3.090779359,0.0,0.0,0.0
439,3.045948529,0.0,0.0,0.0
440,3.034494339,0.0,0.0,0.0
441,3.04302447,0.0,0.0,0.0
442,3.069756687,0.0,0.0,0.0
443,3.099660602,0.0,0.0,0.0
444,3.143102881,0.0,0.0,0.0
445,3.174712682,0.0,0.0,0.0
446,3.203914869,0.0,0.0,0.0
447,3.214638978,0.0,0.0,0.0
448,3.22605835,0.0,0.0,0.0
449,3.211350818,0.0,0.0,0.0
450,3.184894271,0.0,0.0,0.0
451,3.131143321,0.0,0.0,0.0
452,3.067021819,0.0,0.0,0.0
453,2.986214964,0.0,0.0,0.0
454,2.890698681,0.0,0.0,0.0
455,2.784296179,0.0,0.0,0.0
456,2.672534353,0.0,0.0,0.0
457,2.55217397,0.0,0.0,0.0
458,2.43405274,0.0,0.0,0.0
459,2.308358408,0.0,0.0,0.0
460,2.188398245,0.0,0.0,0.0
461,2.076659129,0.0,0.0,0.0
462,1.969077379,0.0,0.0,0.0
463,1.861535008,0.0,0.0,0.0
464,1.767312264,0.0,0.0,0.0
465,1.68142881,0.0,0.0,0.0
466,1.604927302,0.0,0.0,0.0
467,1.536855063,0.0,0.0,0.0
468,1.485373352,0.0,0.0,0.0
469,1.43662064,0.0,0.0,0.0
470,1.391026513,0.0,0.0,0.0
471,1.355098535,0.0,0.0,0.0
472,1.319813999,0.0,0.0,0.0
473,1.292252877,0.0,0.0,0.0
474,1.269334179,0.0,0.0,0.0
475,1.245365297,0.0,0.0,0.979202
476,1.222918401,0.0,0.0,0.7017655
477,1.200789418,0.0,0.0,0.4852089
478,1.175806402,0.0,0.0,0.4840133
479,1.149879462,0.0,0.0,0.5698063
480,1.125690836,0.0,0.0,0.7110866
481,1.101009472,0.0,0.0,0.860956
482,1.075072433,0.0,0.0,1.069875
483,1.049520337,0.0,0.0,1.345994
484,1.019941262,0.0,0.0,1.668182
485,0.990229183,0.0,0.0,2.103955
486,0.956264015,0.0,0.0,2.581697
487,0.923992889,0.0,0.0,3.224486
488,0.887832059,0.0,0.0,3.944527
489,0.854886699,0.0,0.0,4.848526
490,0.814754314,0.0,0.0,5.912594
491,0.776807416,0.0,0.0,7.095542
492,0.74027259,0.0,0.0,8.524304
493,0.702964889,0.0,0.0,10.20722
494,0.663893413,0.0,0.0,12.18995
495,0.630213985,0.0,0.0,14.54477
496,0.596594854,0.0,0.0,17.12979
497,0.565924954,0.0,0.0,20.15777
498,0.53764857,0.0,0.0,23.53367
499,0.513039731,0.0,0.0,27.22775
500,0.488937433,0.0,0.0,31.25619
501,0.470318055,0.0,0.0,35.50921
502,0.450571779,0.0,0.0,40.04907
503,0.432904841,0.0,0.0,44.65386
504,0.418461433,0.0,0.0,49.65947
505,0.404451564,0.0,0.0,54.46586
506,0.390056725,0.0,0.0,59.60864
507,0.381525124,0.0,0.0,64.62728
508,0.372449373,0.0,0.0,69.77808
509,0.363413984,0.0,0.0,74.2916
510,0.354733793,0.0,0.0,79.11359
511,0.345077708,0.0,0.0,83.07986
512,0.336240426,0.0,0.0,86.77189
513,0.328826686,0.0,0.0,90.17967
514,0.324559383,0.0,0.0,92.87098
515,0.316611835,0.0,0.0,95.06226
516,0.311106647,0.0,0.0,96.95232
517,0.307093976,0.0,0.0,98.43452
518,0.299688797,0.0,0.0,99.46811
519,0.294064857,0.0,0.0,99.82077
520,0.287178235,0.0,0.0,100.0
521,0.281767135,0.0,0.0,99.61855
522,0.276617164,0.0,0.0,98.58117
523,0.270642948,0.0,0.0,97.27509
524,0.262945155,0.0,0.0,95.98027
525,0.254268186,0.0,0.0,94.28366
526,0.247810427,0.0,0.0,92.25999
527,0.243440229,0.0,0.0,90.39438
528,0.236229185,0.0,0.0,88.15095
529,0.230143391,0.0,0.0,85.96471
530,0.223390196,0.0,0.0,83.3491
531,0.219949243,0.0,0.0,80.76096
532,0.215517116,0.0,0.0,78.2592
533,0.212183701,0.0,0.0,75.45985
534,0.208085381,0.0,0.0,72.62863
535,0.207581958,0.0,0.0,70.0626
536,0.20758195,0.0,0.0,67.64776
537,0.206233331,0.0,0.0,65.06199
538,0.204949057,0.0,0.0,62.91389
539,0.208490184,0.0,0.0,60.53472
540,0.211733337,0.0,0.0,58.3782
541,0.217799572,0.0,0.0,56.18806
542,0.223007539,0.0,0.0,54.14721
543,0.22919786,0.0,0.0,52.26948
544,0.236245708,0.0,0.0,50.57441
545,0.245786259,0.0,0.0,48.9867
546,0.258120499,0.0,0.0,47.20159
547,0.272421366,0.0,0.0,45.73164
548,0.289644353,0.0,0.0,44.16367
549,0.309765998,0.0,0.0,42.74208
550,0.33169401,0.0,0.0,41.27572
551,0.356413292,0.0,0.0,40.0446
552,0.384091961,0.0,0.0,38.73765
553,0.41645786,0.0,0.0,37.65509
554,0.453774455,0.0,0.0,36.46091
555,0.502348987,0.0,0.0,35.37452
556,0.56151689,0.0,0.0,34.30606
557,0.62264186,0.0,0.0,33.2388
558,0.692082309,0.0,0.0,32.29171
559,0.773001747,0.0,0.0,31.38754
560,0.86402073,0.0,0.0,30.29636
561,0.976663183,0.0,0.0,29.28731
562,1.112863939,0.0,0.0,28.36565
563,1.274234479,0.0,0.0,27.50599
564,1.462598008,0.0,0.0,26.58718
565,1.673095123,0.0,0.0,25.79486
566,1.927989007,0.0,0.0,25.07528
567,2.232192148,0.0,0.0,24.25486
568,2.595085714,0.0,0.0,23.29783
569,3.038021311,0.0,0.0,22.4909
570,3.55510614,0.0,0.0,21.94921
571,4.162530984,0.0,0.0,21.06648
572,4.878715973,0.0,0.0,20.30616
573,5.723306532,0.0,0.0,19.48712
574,6.755238251,0.0,0.0,18.80446
575,7.98555671,0.0,0.0,18.15909
576,9.417066738,0.0,0.0,17.39656
577,11.05523244,0.0,0.0,16.72586
578,12.92017676,0.0,0.0,16.13629
579,15.12242032,0.0,0.0,15.49738
580,17.65586664,0.0,0.0,14.92194
581,20.52306282,0.0,0.0,14.26831
582,23.80310142,0.0,0.0,13.58558
583,27.40351926,0.0,0.0,12.9392
584,31.3131241,0.0,0.0,12.52339
585,35.42992258,0.0,0.0,11.93687
586,39.81422316,0.0,0.0,11.55976
587,44.41864783,0.0,0.0,11.1366
588,49.29553074,0.0,0.0,10.64905
589,54.4445903,0.0,0.0,10.29346
590,59.56231121,0.0,0.0,9.893942
591,64.55589644,0.0,0.0,9.468491
592,69.4839609,0.0,0.0,9.108702
593,74.26932255,0.0,0.0,8.730515
594,78.83915456,0.0,0.0,8.403642
595,83.15346342,0.0,0.0,8.075037
596,87.2599626,0.0,0.0,7.736989
597,90.81038592,0.0,0.0,7.423903
598,93.94954657,0.0,0.0,7.204468
599,96.35142615,0.0,0.0,6.877082
600,98.11964912,0.0,0.0,6.693296
601,99.3114504,0.0,0.0,6.419983
602,99.9681267,0.0,0.0,6.2086
603,100.0,0.0,0.0,6.008928
604,99.37053989,0.0,0.0,5.747986
605,98.30040648,0.0,0.0,5.592822
606,96.64085772,0.0,0.0,5.389613
607,94.41374571,0.0,0.0,5.110127
608,92.00265388,0.0,0.0,5.009059
609,89.1427452,0.0,0.0,4.797871
610,86.20759768,0.0,0.0,4.645317
611,83.13767577,0.0,0.0,4.523728
612,79.99814008,0.0,0.0,4.332036
613,76.82090516,0.0,0.0,4.204493
614,73.70316208,0.0,0.0,4.05372
615,70.64878205,0.0,0.0,3.892725
616,67.53251367,0.0,0.0,3.78197
617,64.60286527,0.0,0.0,3.636761
618,61.85197368,0.0,0.0,3.573026
619,59.19258681,0.0,0.0,3.407589
620,56.75078627,0.0,0.0,3.304398
621,54.4238151,0.0,0.0,3.133739
622,52.16747149,0.0,0.0,3.049361
623,50.0953735,0.0,0.0,2.89671
624,48.16941804,0.0,0.0,2.794667
625,46.38056581,0.0,0.0,2.688767
626,44.63292597,0.0,0.0,2.586186
627,43.11114072,0.0,0.0,2.439099
628,41.65706551,0.0,0.0,2.394738
629,40.32700098,0.0,0.0,2.279786
630,39.06745932,2.145717303,0.0,2.167665
631,37.99838884,2.349090764,0.0,2.108932
632,37.03713992,2.722215648,0.0,2.040317
633,36.20097796,3.14247569,0.0,1.971288
634,35.45353974,3.686816426,0.0,1.924316
635,34.77986082,4.264558167,0.0,1.859947
636,34.17395233,4.977712021,0.0,1.827836
637,33.72665386,5.809035636,0.0,1.693558
638,33.30752922,6.7329302,0.0,1.673745
639,33.00713308,7.806046444,0.0,1.584877
640,32.73700294,8.939762721,0.0,1.559769
641,32.53883334,10.3313882,0.0,1.494936
642,32.34465147,12.02640832,0.0,1.449404
643,32.20423595,13.72202228,0.0,1.420807
644,32.08096748,15.72825941,0.0,1.387061
645,31.88738702,17.86441145,0.0,1.312907
646,31.71702471,20.07370163,0.0,1.256346
647,31.50241628,22.74319651,0.0,1.215865
648,31.30346777,25.51428314,0.0,1.184193
649,31.05875749,28.41683473,0.0,1.170284
650,30.78128031,31.6477705,0.0,1.102231
651,30.49240555,34.93757349,0.0,1.063897
652,30.13999523,39.00403199,0.0,1.056992
653,29.71851776,42.9155741,0.0,1.010972
654,29.25501881,46.42496161,0.0,0.9797145
655,28.74927382,51.32592744,0.0,0.9391603
656,28.23366375,55.2455743,0.0,0.9019005
657,27.6602333,59.79176589,0.0,0.8845759
658,27.07926449,64.41400651,0.0,0.8243549
659,26.42529982,68.13359998,0.0,0.8167662
660,25.72976365,72.58680613,0.0,0.7988073
661,25.01743516,76.59974087,0.0,0.7606689
662,24.27586596,80.55086353,0.0,0.729558
663,23.54171237,84.76964862,0.0,0.7169916
664,22.80412347,88.55868059,0.0,0.7080365
665,22.05404188,90.7486129,0.0,0.6980078
666,21.2667663,93.20268762,0.0,0.6610407
667,20.48618127,95.07109568,0.0,0.6739731
668,19.73217568,97.37729835,0.0,0.6196326
669,18.99949254,98.4088966,0.0,0.6103847
670,18.27629399,99.72682415,0.0,0.6104335
671,17.5933834,100.0,0.0,0.6017713
672,16.91429881,99.27706705,0.0,0.555727
673,16.24758089,98.26914654,0.0,0.5344008
674,15.575572,96.88280172,0.0,0.5249089
675,14.93179041,95.2185336,0.0,0.5088044
676,14.29976484,93.90158557,0.0,0.0
677,13.69661441,90.56712003,0.0,0.0
678,13.1508811,88.43823518,0.0,0.0
679,12.61443491,86.15408667,0.0,0.0
680,12.06607454,83.39204568,0.0,0.0
681,11.54854919,80.41713207,0.0,0.0
682,11.0656508,77.08821742,0.0,0.0
683,10.59695721,74.74686226,0.0,0.0
684,10.14258766,70.92333687,0.0,0.0
685,9.735087344,68.30332805,0.0,0.0
686,9.333329433,65.66914132,0.0,0.0
687,8.952274509,61.98572416,0.0,0.0
688,8.612458819,59.29897344,0.0,0.0
689,8.259495077,57.17117436,0.0,0.0
690,7.95050705,53.72091232,0.0,0.0
691,7.666634696,50.95016385,0.0,0.0
692,7.414061465,48.86717083,0.0,0.0
693,7.163264726,46.51677616,0.0,0.0
694,6.947804447,44.50760815,0.0,0.0
695,6.747720526,42.67458187,0.0,0.0
696,6.549876478,40.63821174,0.0,0.0
697,6.384435824,38.99442647,0.0,0.0
698,6.23231125,37.31157997,0.0,0.0
699,6.074107834,35.63958519,0.0,0.0
700,5.929046402,34.05503801,0.0,0.0
701,5.787772697,33.0263008,0.0,0.0
702,5.65523781,31.79694066,0.0,0.0
703,5.536073735,30.64397294,0.0,0.0
704,5.419834003,29.72836257,0.0,0.0
705,5.298708114,28.44694508,0.0,0.0
706,5.186511372,27.49372322,0.0,0.0
707,5.07934469,26.92640692,0.0,0.0
708,4.972966064,26.25319254,0.0,0.0
709,4.868901008,25.28186376,0.0,0.0
710,4.76190258,24.93561861,0.0,0.0
711,4.671193163,24.46080587,0.0,0.0
712,4.579611108,24.17566528,0.0,0.0
713,4.496901079,23.64266764,0.0,0.0
714,4.399836923,23.55368341,0.0,0.0
715,4.310795975,23.26620381,0.0,0.0
716,4.215796497,23.08516108,0.0,0.0
717,4.130624216,22.73659488,0.0,0.0
718,4.043676392,22.60492403,0.0,0.0
719,3.951028962,22.23102771,0.0,0.0
720,3.859642356,22.12920278,0.0,0.0
721,3.775653771,22.05421377,0.0,0.0
722,3.684123641,21.76059158,0.0,0.0
723,3.598225907,21.81077166,0.0,0.0
724,3.511930618,21.50303654,0.0,0.0
725,3.419915601,21.42545801,2.896057895,0.0
726,3.326197884,20.97247083,3.684734573,0.0
727,3.244701059,20.83897505,4.101489352,0.0
728,3.149271084,20.7672634,4.625752461,0.0
729,3.063827173,20.35536597,5.167986602,0.0
730,2.97928391,20.02534254,5.90383709,0.0
731,2.895424663,19.81206385,6.3750599,0.0
732,2.810407532,19.72587126,7.197855848,0.0
733,2.728398511,19.24963718,7.796656831,0.0
734,2.641907582,18.97281813,8.525663334,0.0
735,2.54864623,18.60951532,9.429584416,0.0
736,2.468076528,18.25466422,10.59319729,0.0
737,2.384481325,17.88970244,11.62507547,0.0
738,2.305624621,17.59560407,12.61532311,0.0
739,2.232465911,17.25690701,13.79698735,0.0
740,2.1635244,16.81961504,15.61672187,0.0
741,2.089528033,16.36101711,16.70240832,0.0
742,2.018977583,15.90847161,18.25271861,0.0
743,1.949156721,15.39392254,19.80048465,0.0
744,1.883354707,15.03868785,21.9227075,0.0
745,1.820759116,14.70756829,24.35908824,0.0
746,1.762649008,14.29802411,27.03796494,0.0
747,1.70249788,13.84368933,28.49825984,0.0
748,1.656789737,13.37411531,31.79368626,0.0
749,1.601576094,12.99076433,33.79201209,0.0
750,1.550478853,12.59493293,37.3503641,0.0
751,1.49732012,12.00337826,40.1653036,0.0
752,1.475001739,11.43719432,42.70828341,0.0
753,1.451042262,11.04618299,45.64555128,0.0
754,1.431254763,10.80866913,48.82215314,0.0
755,1.409027073,10.39447995,52.45793758,0.0
756,1.385876383,9.872330458,54.71763942,0.0
757,0.0,9.416275566,58.52047104,0.0
758,0.0,8.912115134,61.90164211,0.0
759,0.0,8.638709777,64.67089282,0.0
760,0.0,8.050664445,67.41108975,0.0
761,0.0,7.824461115,71.15570039,0.0
762,0.0,7.51553228,73.38205704,0.0
763,0.0,7.233269336,77.93023026,0.0
764,0.0,6.997149739,79.76303876,0.0
765,0.0,6.65512277,82.83863358,0.0
766,0.0,6.479645918,84.89790387,0.0
767,0.0,6.311260954,87.19432772,0.0
768,0.0,6.107609518,89.99488335,0.0
769,0.0,5.922677037,91.4397313,0.0
770,0.0,5.675292064,93.1995717,0.0
771,0.0,5.649766817,94.89782473,0.0
772,0.0,5.525466611,96.75428523,0.0
773,0.0,5.338684983,98.32976382,0.0
774,0.0,5.134730397,99.02974659,0.0
775,0.0,4.988036885,99.7241157,0.0
776,0.0,4.716556297,100.0,0.0
777,0.0,4.637326942,99.85262624,0.0
778,0.0,4.43049714,99.53970792,0.0
779,0.0,4.330453911,99.29204442,0.0
780,0.0,4.27335655,99.07973655,0.0
781,0.0,4.169583161,98.31612985,0.0
782,0.0,3.949923745,97.24810674,0.0
783,0.0,3.847345789,96.76958499,0.0
784,0.0,3.713565281,95.9678306,0.0
785,0.0,3.588409878,94.39987225,0.0
786,0.0,3.589296623,92.05549857,0.0
787,0.0,3.453612337,91.13105705,0.0
788,0.0,3.411932731,89.20352242,0.0
789,0.0,3.370016652,87.94766533,0.0
790,0.0,3.324595256,85.66728016,0.0
791,0.0,3.371927137,83.76798471,0.0
792,0.0,3.245939837,81.18416911,0.0
793,0.0,3.11268216,78.01098706,0.0
794,0.0,2.927449617,75.37360575,0.0
795,0.0,2.89410597,72.89092186,0.0
796,0.0,2.824764032,70.68903054,0.0
797,0.0,2.798115531,67.90792283,0.0
798,0.0,2.660827298,64.78339887,0.0
799,0.0,2.615532819,61.95506315,0.0
800,0.0,2.570440825,58.08852968,0.0
801,0.0,0.0,56.62067954,0.0
802,0.0,0.0,52.05101099,0.0
803,0.0,0.0,50.65862745,0.0
804,0.0,0.0,48.14119418,0.0
805,0.0,0.0,45.52313696,0.0
806,0.0,0.0,44.58694546,0.0
807,0.0,0.0,41.36051374,0.0
808,0.0,0.0,39.68182832,0.0
809,0.0,0.0,38.45706854,0.0
810,0.0,0.0,35.97337851,0.0
811,0.0,0.0,34.66537825,0.0
812,0.0,0.0,33.13651238,0.0
813,0.0,0.0,31.92781094,0.0
814,0.0,0.0,31.3516315,0.0
815,0.0,0.0,28.6703761,0.0
816,0.0,0.0,27.06750524,0.0
817,0.0,0.0,26.86794136,0.0
818,0.0,0.0,25.99774202,0.0
819,0.0,0.0,25.42221177,0.0
820,0.0,0.0,22.89807246,0.0
821,0.0,0.0,23.29963244,0.0
822,0.0,0.0,21.52068761,0.0
823,0.0,0.0,20.86756472,0.0
824,0.0,0.0,19.46650288,0.0
825,0.0,0.0,18.65325123,0.0
826,0.0,0.0,18.89304433,0.0
827,0.0,0.0,17.31320979,0.0
828,0.0,0.0,16.67313068,0.0
829,0.0,0.0,15.89083389,0.0
830,0.0,0.0,14.83394189,0.0
831,0.0,0.0,14.58083582,0.0
832,0.0,0.0,14.14461848,0.0
833,0.0,0.0,14.45516324,0.0
834,0.0,0.0,13.84483407,0.0
835,0.0,0.0,14.12822795,0.0
836,0.0,0.0,13.61105972,0.0
837,0.0,0.0,13.27888572,0.0
838,0.0,0.0,13.00406835,0.0
839,0.0,0.0,12.46472307,0.0
840,0.0,0.0,12.20104709,0.0
841,0.0,0.0,12.32634628,0.0
842,0.0,0.0,11.18981279,0.0
843,0.0,0.0,11.21917085,0.0
844,0.0,0.0,10.28923694,0.0
845,0.0,0.0,10.76960463,0.0
846,0.0,0.0,9.694911529,0.0
847,0.0,0.0,9.865556258,0.0
848,0.0,0.0,9.071379815,0.0
849,0.0,0.0,9.20066492,0.0
850,0.0,0.0,8.486181932,0.0
851,0.0,0.0,8.115740876,0.0
852,0.0,0.0,8.715586297,0.0
853,0.0,0.0,7.52900686,0.0
854,0.0,0.0,7.075789304,0.0
855,0.0,0.0,6.608807756,0.0
856,0.0,0.0,6.548557698,0.0
857,0.0,0.0,6.309402926,0.0
858,0.0,0.0,6.144465524,0.0
859,0.0,0.0,6.116052458,0.0
860,0.0,0.0,5.949210731,0.0
861,0.0,0.0,0.0,0.0
862,0.0,0.0,0.0,0.0
863,0.0,0.0,0.0,0.0
864,0.0,0.0,0.0,0.0
865,0.0,0.0,0.0,0.0
866,0.0,0.0,0.0,0.0
867,0.0,0.0,0.0,0.0
868,0.0,0.0,0.0,0.0
869,0.0,0.0,0.0,0.0
870,0.0,0.0,0.0,0.0
871,0.0,0.0,0.0,0.0
872,0.0,0.0,0.0,0.0
873,0.0,0.0,0.0,0.0
874,0.0,0.0,0.0,0.0
875,0.0,0.0,0.0,0.0
876,0.0,0.0,0.0,0.0
877,0.0,0.0,0.0,0.0
878,0.0,0.0,0.0,0.0
879,0.0,0.0,0.0,0.0
880,0.0,0.0,0.0,0.0
881,0.0,0.0,0.0,0.0
882,0.0,0.0,0.0,0.0
883,0.0,0.0,0.0,0.0
884,0.0,0.0,0.0,0.0
885,0.0,0.0,0.0,0.0
886,0.0,0.0,0.0,0.0
887,0.0,0.0,0.0,0.0
888,0.0,0.0,0.0,0.0
889,0.0,0.0,0.0,0.0
890,0.0,0.0,0.0,0.0
891,0.0,0.0,0.0,0.0
892,0.0,0.0,0.0,0.0
893,0.0,0.0,0.0,0.0
894,0.0,0.0,0.0,0.0
895,0.0,0.0,0.0,0.0
896,0.0,0.0,0.0,0.0
897,0.0,0.0,0.0,0.0
898,0.0,0.0,0.0,0.0
899,0.0,0.0,0.0,0.0
900,0.0,0.0,0.0,0.0
901,0.0,0.0,0.0,0.0
902,0.0,0.0,0.0,0.0
903,0.0,0.0,0.0,0.0
904,0.0,0.0,0.0,0.0
905,0.0,0.0,0.0,0.0
906,0.0,0.0,0.0,0.0
907,0.0,0.0,0.0,0.0
908,0.0,0.0,0.0,0.0
909,0.0,0.0,0.0,0.0
910,0.0,0.0,0.0,0.0
911,0.0,0.0,0.0,0.0
912,0.0,0.0,0.0,0.0
913,0.0,0.0,0.0,0.0
914,0.0,0.0,0.0,0.0
915,0.0,0.0,0.0,0.0
916,0.0,0.0,0.0,0.0
917,0.0,0.0,0.0,0.0
918,0.0,0.0,0.0,0.0
919,0.0,0.0,0.0,0.0
920,0.0,0.0,0.0,0.0
921,0.0,0.0,0.0,0.0
922,0.0,0.0,0.0,0.0
923,0.0,0.0,0.0,0.0
924,0.0,0.0,0.0,0.0
925,0.0,0.0,0.0,0.0
926,0.0,0.0,0.0,0.0
927,0.0,0.0,0.0,0.0
928,0.0,0.0,0.0,0.0
929,0.0,0.0,0.0,0.0
930,0.0,0.0,0.0,0.0
931,0.0,0.0,0.0,0.0
932,0.0,0.0,0.0,0.0
933,0.0,0.0,0.0,0.0
934,0.0,0.0,0.0,0.0
935,0.0,0.0,0.0,0.0
936,0.0,0.0,0.0,0.0
937,0.0,0.0,0.0,0.0
938,0.0,0.0,0.0,0.0
939,0.0,0.0,0.0,0.0
940,0.0,0.0,0.0,0.0
941,0.0,0.0,0.0,0.0
942,0.0,0.0,0.0,0.0
943,0.0,0.0,0.0,0.0
944,0.0,0.0,0.0,0.0
945,0.0,0.0,0.0,0.0
946,0.0,0.0,0.0,0.0
947,0.0,0.0,0.0,0.0
948,0.0,0.0,0.0,0.0
949,0.0,0.0,0.0,0.0
